magazine_title,issue_date,repository,issue_url,downloadable_pdf,ocr_available,pages,ads_present,masthead_present,departments_detected,target_audience,notes
Billboard,1926,Google Books,http://books.google.com/books?id=mPWXg_NzsqkC&dq=%22Billboard%22+magazine,false,,922,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1974-12-26,Google Books,http://books.google.com/books?id=hAkEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,154,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1975-04,Google Books,http://books.google.com/books?id=TfoiAQAAMAAJ&dq=%22Billboard%22+magazine,false,,1074,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_no_pages
Billboard,1978-08-05,Google Books,http://books.google.com/books?id=ViQEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,88,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1984-10-06,Google Books,http://books.google.com/books?id=MyQEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,88,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1984-11-03,Google Books,http://books.google.com/books?id=wCQEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,96,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1985-09-28,Google Books,http://books.google.com/books?id=vCQEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,96,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1992-06-27,Google Books,http://books.google.com/books?id=wBAEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,116,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,2000-09-09,Google Books,http://books.google.com/books?id=aREEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,112,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,2001-07-28,Google Books,http://books.google.com/books?id=-RMEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,116,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,2001-09-15,Google Books,http://books.google.com/books?id=EhEEAAAAMBAJ&dq=%22Billboard%22+magazine,false,,100,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Google Books viewability=view_all_pages
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924015100799,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.41 1929:Jan.-Mar. rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226722,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.43 1931:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226730,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.43 1931:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226748,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.42 1930:July-Sept. rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226805,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.42 1930:Oct.-Dec. rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226813,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.43 1931:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226821,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.42 1930:Apr.-June rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226839,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.42 1930:Jan.-Mar. rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226847,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.41 1929:Oct.-Dec. rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226854,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.41 1929:July-Sept. rights=pd
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226888,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.50 1938:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226896,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.49 1937:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226904,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.49 1937:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226912,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.49 1937:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226920,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.49 1937:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226938,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.48 1936:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226946,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.48 1936:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226953,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.48 1936:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069226961,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.47 1935:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227001,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.51 1939:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227019,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.51 1939:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227027,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.50 1938:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227035,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.48 1936:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227043,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.45 1933:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227050,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.46 1934:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227068,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.46 1934:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227076,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.46 1934:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227084,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.46 1934:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227092,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.47 1935:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227100,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.47 1935:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227118,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.47 1935:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227126,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.45 1933:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227134,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.45 1933:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227142,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.45 1933:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227159,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.44 1932:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227167,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.44 1932:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227175,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.44 1932:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227183,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.44 1932:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227191,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.43 1931:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227449,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.51 1939:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227456,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.52 1940:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069227464,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.52 1940:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232647,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947:Jan.-Feb. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232654,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947:May-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232670,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947:Mar.-Apr. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232688,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.53 1941:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232704,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.52 1940:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232712,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.52 1940:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232720,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946:May-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232738,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946:July-Aug. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232746,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946:Sept.-Oct. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232753,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946:Nov.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232761,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.54 1942:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232779,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.54 1942:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232787,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.53 1941:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232795,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.53 1941:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232803,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.57 1945:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232811,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.57 1945:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232845,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.55 1943:Apr.-June rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232852,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.55 1943:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232860,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.54 1942:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232878,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.54 1942:July-Sept. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232894,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.57 1945:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232936,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.56 1944:Jan.-Mar. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232944,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.55 1943:Oct.-Dec. rights=ic
Billboard,1924-01-01,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=coo.31924069232951,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.55 1943:July-Sept. rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015003294645,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Dec rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015003294660,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Oct rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006950334,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946 Jan-Feb rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006961042,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946 Sep rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006961240,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946 Oct rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006969664,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Apr rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006970944,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Jun rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006970951,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 May rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006972833,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Oct rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006972957,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Sep rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006975141,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Dec rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006975307,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Nov rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006975620,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Jan rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006976727,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Apr rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006976735,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Mar rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006977295,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 May rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006977550,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Jul rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006977717,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Jun rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006979283,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Aug rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006979291,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Sep rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006980588,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Feb rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006980752,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Jan rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006981628,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 May rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006981636,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Apr rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006981644,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Mar rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006983723,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Jul rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006983897,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Jun rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006988870,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Aug rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006989035,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.61 1949 Sep rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006996204,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Jun rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006996360,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 May rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006997244,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Apr rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006997251,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Mar rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015006999943,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Feb rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015007000105,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Jan rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008826227,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946 Dec rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008826235,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.58 1946 Nov rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008888920,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Aug rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008888995,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.59 1947 Jul rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009215321,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Aug rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009215404,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Jul rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009225403,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Oct rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009225486,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.62 1950 Sep rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009299820,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Nov rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009299960,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Dec rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009300347,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.60 1948 Oct rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015012360585,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.57 1945 Apr-Jun rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015013159507,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.82 1970 Jul-Sep rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015013159515,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.81 1969 Jun-Sep incomplete rights=ic
Billboard,,HathiTrust,https://babel.hathitrust.org/cgi/pt?id=mdp.39015016698980,,,,true,true,charts|industry_news|reviews|ads,Music industry professionals and fans,Hathi item enumcron=v.83 1971 Oct-Dec rights=ic
