rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,96 Tears,?,7921.2668,7801.2668,120,1,15,9,12,1966-09-03,1966-12-10
2,Last Train To Clarksville,The Monkees,7795.3276,7675.3276,120,1,15,9,12,1966-09-10,1966-12-17
3,California Dreamin',The Mamas,7585.3648,7545.3648,40,4,17,7,13,1966-01-08,1966-04-30
4,Reach Out I'll Be There,Four Tops,7330.8737,7210.8737,120,1,15,7,12,1966-09-03,1966-12-10
5,What Becomes Of The Brokenhearted,Jimmy Ruffin,7301.8704,7286.8704,15,7,17,4,14,1966-08-20,1966-12-10
6,Born Free,Roger Williams,7240.5769,7225.5769,15,7,19,4,12,1966-08-27,1966-12-31
7,Poor Side Of Town,Johnny Rivers,7229.2125,7109.2125,120,1,15,7,12,1966-09-17,1966-12-24
8,These Boots Are Made For Walkin',Nancy Sinatra,7213.1707,7093.1707,120,1,14,7,12,1966-01-22,1966-04-23
9,Cherish,The Association,7097.4460,6977.4460,120,1,14,6,12,1966-08-27,1966-11-26
10,The Ballad Of The Green Berets,Ssgt Barry Sadler,7079.9566,6959.9566,120,1,13,9,11,1966-02-05,1966-04-30
11,(You're My) Soul And Inspiration,The Righteous Brothers,6949.4653,6829.4653,120,1,13,8,11,1966-03-05,1966-05-28
12,Strangers In The Night,Frank Sinatra,6941.3155,6821.3155,120,1,15,7,11,1966-05-07,1966-08-13
13,You Can't Hurry Love,The Supremes,6829.1240,6709.1240,120,1,13,8,11,1966-08-13,1966-11-05
14,Good Lovin',The Young Rascals,6822.4586,6702.4586,120,1,14,7,12,1966-03-12,1966-06-11
15,Kicks,Paul Revere,6810.6228,6770.6228,40,4,14,6,12,1966-03-19,1966-06-18
16,Lil' Red Riding Hood,Sam The Sham And The Pharaohs,6591.7142,6516.7142,75,2,14,7,11,1966-06-11,1966-09-10
17,Sunny,Bobby Hebb,6565.0034,6490.0034,75,2,15,6,11,1966-06-25,1966-10-01
18,See You In September,The Happenings,6479.4214,6404.4214,75,3,14,5,11,1966-07-09,1966-10-08
19,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,6447.7134,6407.7134,40,4,13,7,11,1966-10-08,1966-12-31
20,Lightnin' Strikes,Lou Christie,6404.6255,6284.6255,120,1,14,6,10,1966-01-01,1966-04-02
21,Sunshine Superman,Donovan,6337.6270,6217.6270,120,1,13,7,10,1966-07-30,1966-10-22
22,"Monday, Monday",The Mamas,6316.4870,6196.4870,120,1,12,8,10,1966-04-09,1966-06-25
23,A Groovy Kind Of Love,The Mindbenders,6250.9787,6175.9787,75,2,13,5,10,1966-04-16,1966-07-09
24,You Don't Have To Say You Love Me,Dusty Springfield,6191.8971,6151.8971,40,4,13,5,10,1966-05-21,1966-08-13
25,Summer In The City,The Lovin' Spoonful,6121.4502,6001.4502,120,1,11,7,10,1966-07-16,1966-09-24
26,"Paint It, Black",The Rolling Stones,6118.0326,5998.0326,120,1,11,7,10,1966-05-14,1966-07-23
27,Red Rubber Ball,The Cyrkle,6107.5933,6032.5933,75,2,13,6,11,1966-05-21,1966-08-13
28,Hanky Panky,Tommy James And The Shondells,6100.7319,5980.7319,120,1,12,6,10,1966-06-04,1966-08-20
29,When A Man Loves A Woman,Percy Sledge,6095.8738,5975.8738,120,1,13,6,10,1966-04-09,1966-07-02
30,Daydream,The Lovin' Spoonful,6011.4398,5936.4398,75,2,12,7,10,1966-02-26,1966-05-14
31,Good Vibrations,The Beach Boys,6007.9447,5887.9447,120,1,11,7,10,1966-10-22,1966-12-31
32,Cool Jerk,The Capitols,5948.4310,5933.4310,15,7,14,4,11,1966-04-30,1966-07-30
33,Wild Thing,The Troggs,5937.8499,5817.8499,120,1,11,8,9,1966-06-25,1966-09-03
34,My Love,Petula Clark,5931.5403,5811.5403,120,1,12,6,9,1966-01-01,1966-03-19
35,We Can Work It Out,The Beatles,5868.2653,5748.2653,120,1,10,7,9,1966-01-01,1966-03-05
36,Born A Woman,Sandy Posey,5831.7967,5831.7967,0,12,14,0,12,1966-07-23,1966-10-22
37,Winchester Cathedral,The New Vaudeville Band,5829.2736,5709.2736,120,1,10,8,9,1966-10-29,1966-12-31
38,Walk Away Renee,The Left Banke,5783.3199,5743.3199,40,5,13,4,10,1966-09-10,1966-12-03
39,I Am A Rock,Simon,5765.5511,5690.5511,75,3,11,6,10,1966-05-07,1966-07-16
40,Time Won't Let Me,The Outsiders,5733.0552,5693.0552,40,5,15,3,10,1966-02-19,1966-05-28
