rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Uptown Funk!,Mark Ronson,16846.8364,16726.8364,120,1,50,28,50,2015-01-03,2015-12-12
2,Trap Queen,Fetty Wap,15972.2410,15897.2410,75,2,47,25,43,2015-02-07,2015-12-26
3,See You Again,Wiz Khalifa,15773.3324,15653.3324,120,1,40,19,35,2015-03-28,2015-12-26
4,The Hills,The Weeknd,15754.0694,15634.0694,120,1,29,19,29,2015-06-13,2015-12-26
5,Can't Feel My Face,The Weeknd,15726.4078,15606.4078,120,1,27,19,27,2015-06-27,2015-12-26
6,Thinking Out Loud,Ed Sheeran,15713.1067,15638.1067,75,2,48,22,46,2015-01-03,2015-11-28
7,Sugar,Maroon 5,15515.8215,15440.8215,75,2,42,21,34,2015-01-31,2015-11-14
8,Watch Me,Silento,15466.4062,15391.4062,75,3,42,18,33,2015-03-14,2015-12-26
9,Shut Up And Dance,Walk The Moon,15079.7847,15039.7847,40,4,48,18,37,2015-01-03,2015-11-28
10,Cheerleader,Omi,15018.2726,14898.2726,120,1,34,16,27,2015-05-09,2015-12-26
11,Earned It (Fifty Shades Of Grey),The Weeknd,14781.5343,14706.5343,75,3,43,18,35,2015-01-10,2015-10-31
12,Love Me Like You Do,Ellie Goulding,14324.1446,14249.1446,75,3,34,15,31,2015-01-24,2015-09-12
13,Lean On,Major Lazer X Dj Snake,14257.3462,14217.3462,40,4,36,10,31,2015-04-25,2015-12-26
14,Blank Space,Taylor Swift,13729.1940,13609.1940,120,1,29,12,25,2015-01-03,2015-07-18
15,Want To Want Me,Jason Derulo,13565.5510,13525.5510,40,5,35,9,29,2015-03-28,2015-11-21
16,679,Fetty Wap,13465.1081,13425.1081,40,4,24,15,24,2015-07-18,2015-12-26
17,Where Are U Now,Skrillex,12890.9738,12875.9738,15,8,41,3,32,2015-03-21,2015-12-26
18,Good For You,Selena Gomez,12797.8014,12757.8014,40,5,25,11,25,2015-07-11,2015-12-26
19,Fight Song,Rachel Platten,12665.1436,12650.1436,15,6,31,9,26,2015-05-02,2015-11-28
20,Take Me To Church,Hozier,12250.6174,12175.6174,75,2,23,12,22,2015-01-03,2015-06-06
21,"Honey, I'm Good.",Andy Grammer,12201.7167,12186.7167,15,9,31,3,24,2015-02-28,2015-10-10
22,Post To Be,Omarion,12173.4723,12173.4723,0,13,37,0,26,2015-01-24,2015-10-03
23,Style,Taylor Swift,12164.0661,12149.0661,15,6,30,9,22,2015-01-10,2015-08-01
24,Bad Blood,Taylor Swift,12142.4974,12022.4974,120,1,24,13,19,2015-01-10,2015-10-31
25,Shake It Off,Taylor Swift,12027.4311,11987.4311,40,5,33,7,28,2015-01-03,2015-08-15
26,Worth It,Fifth Harmony,11899.6472,11899.6472,0,12,36,0,24,2015-02-07,2015-11-07
27,Stitches,Shawn Mendes,11735.3514,11695.3514,40,4,29,11,18,2015-06-13,2015-12-26
28,Photograph,Ed Sheeran,11626.2191,11611.2191,15,10,30,1,22,2015-05-30,2015-12-19
29,G.D.F.R.,Flo Rida,11617.3658,11602.3658,15,8,30,7,22,2015-01-03,2015-07-25
30,Hey Mama,David Guetta,11323.1602,11308.1602,15,8,24,8,20,2015-04-11,2015-09-19
31,Time Of Our Lives,Pitbull,11115.1551,11100.1551,15,9,26,4,20,2015-01-03,2015-06-27
32,Talking Body,Tove Lo,10832.2256,10832.2256,0,12,30,0,21,2015-02-14,2015-09-05
33,Somebody,Natalie La Rose,10644.3205,10629.3205,15,10,26,2,19,2015-02-07,2015-08-01
34,I'm Not The Only One,Sam Smith,10635.5853,10595.5853,40,5,22,9,19,2015-01-03,2015-05-30
35,Lips Are Movin,Meghan Trainor,10534.0594,10494.0594,40,4,21,10,18,2015-01-03,2015-05-23
36,Hotline Bling,Drake,10423.6344,10348.6344,75,2,19,13,17,2015-08-22,2015-12-26
37,All About That Bass,Meghan Trainor,10315.0890,10275.0890,40,5,24,5,18,2015-01-03,2015-06-13
38,Locked Away,R. City,10195.9790,10180.9790,15,6,21,10,19,2015-08-08,2015-12-26
39,Take Your Time,Sam Hunt,9898.0681,9898.0681,0,20,32,0,24,2015-01-17,2015-08-22
40,B**** Better Have My Money,Rihanna,9743.3664,9743.3664,0,15,23,0,21,2015-04-11,2015-09-12
