rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Dynamite,Taio Cruz,15347.4667,15272.4667,75,2,28,18,27,2010-06-19,2010-12-25
2,Airplanes,B.o.b,15275.3824,15200.3824,75,2,30,17,29,2010-05-01,2010-11-20
3,"Hey, Soul Sister",Train,15199.2237,15124.2237,75,3,43,19,39,2010-01-02,2010-10-23
4,OMG,Usher,15037.4455,14917.4455,120,1,30,17,28,2010-04-17,2010-11-06
5,Need You Now,Lady Antebellum,14956.1620,14881.1620,75,2,42,15,38,2010-01-02,2010-10-16
6,California Gurls,Katy Perry,14895.2991,14775.2991,120,1,27,17,25,2010-05-29,2010-11-27
7,Break Your Heart,Taio Cruz,14784.8047,14664.8047,120,1,29,16,26,2010-03-13,2010-09-25
8,TiK ToK,Ke$ha,14597.1412,14477.1412,120,1,28,15,27,2010-01-02,2010-07-10
9,Love The Way You Lie,Eminem,14312.0904,14192.0904,120,1,25,16,25,2010-07-10,2010-12-25
10,I Like It,Enrique Iglesias,14160.9439,14120.9439,40,4,31,13,27,2010-05-29,2010-12-25
11,Nothin' On You,B.o.b,14156.2264,14036.2264,120,1,28,13,24,2010-02-13,2010-08-21
12,In My Head,Jason Derulo,13594.5375,13554.5375,40,5,33,10,27,2010-01-02,2010-08-14
13,Bad Romance,Lady Gaga,13582.4517,13507.4517,75,2,27,12,25,2010-01-02,2010-07-03
14,Not Afraid,Eminem,13246.3913,13126.3913,120,1,25,7,25,2010-05-22,2010-11-06
15,Cooler Than Me,Mike Posner,13151.1930,13136.1930,15,6,29,11,25,2010-05-15,2010-11-27
16,Telephone,Lady Gaga,13116.8309,13041.8309,75,3,30,7,27,2010-01-02,2010-07-24
17,DJ Got Us Fallin' In Love,Usher,12903.9704,12863.9704,40,4,22,15,22,2010-07-31,2010-12-25
18,Billionaire,Travie Mccoy,12751.3758,12711.3758,40,4,27,9,22,2010-04-17,2010-10-16
19,Just The Way You Are,Bruno Mars,12441.1050,12321.1050,120,1,21,17,20,2010-08-07,2010-12-25
20,Teenage Dream,Katy Perry,12425.2765,12305.2765,120,1,21,14,21,2010-08-07,2010-12-25
21,Imma Be,The Black Eyed Peas,12296.0431,12176.0431,120,1,25,11,21,2010-01-02,2010-06-19
22,BedRock,Young Money,12081.7155,12006.7155,75,2,22,13,20,2010-01-02,2010-05-29
23,Breakeven,The Script,12008.5511,12008.5511,0,12,41,0,26,2010-01-02,2010-10-09
24,Rude Boy,Rihanna,11969.2490,11849.2490,120,1,22,13,21,2010-02-27,2010-07-24
25,Your Love Is My Drug,Ke$ha,11905.2854,11865.2854,40,4,28,11,21,2010-01-23,2010-09-04
26,Say Aah,Trey Songz,11288.3103,11273.3103,15,9,24,2,22,2010-01-02,2010-06-12
