rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Shape Of You,Ed Sheeran,16823.9753,16703.9753,120,1,49,33,49,2017-01-28,2017-12-30
2,Despacito,Luis Fonsi,16745.5396,16625.5396,120,1,48,25,35,2017-02-04,2017-12-30
3,That's What I Like,Bruno Mars,16689.5527,16569.5527,120,1,47,28,44,2017-02-11,2017-12-30
4,Humble.,Kendrick Lamar,14933.0688,14813.0688,120,1,37,15,30,2017-04-22,2017-12-30
5,Something Just Like This,The Chainsmokers,14816.2885,14741.2885,75,3,39,17,36,2017-03-11,2017-12-02
6,Believer,Imagine Dragons,14658.0716,14618.0716,40,4,45,14,34,2017-02-25,2017-12-30
7,Unforgettable,French Montana,14646.5817,14571.5817,75,3,36,16,32,2017-04-29,2017-12-30
8,Bad And Boujee,Migos,14519.0817,14399.0817,120,1,31,14,29,2017-01-07,2017-08-05
9,Body Like A Back Road,Sam Hunt,14109.7996,14094.7996,15,6,41,8,38,2017-02-18,2017-11-25
10,XO TOUR Llif3,Lil Uzi Vert,13658.7171,13643.7171,15,7,34,10,30,2017-04-15,2017-12-02
11,Mask Off,Future,13629.8750,13589.8750,40,5,31,12,26,2017-03-11,2017-10-07
12,Attention,Charlie Puth,13614.1546,13574.1546,40,5,34,10,29,2017-05-13,2017-12-30
13,Stay,Zedd,13556.3007,13541.3007,15,7,31,8,28,2017-03-18,2017-10-14
14,Closer,The Chainsmokers,13552.7980,13477.7980,75,3,32,12,32,2017-01-07,2017-08-12
15,Congratulations,Post Malone,13416.4837,13401.4837,15,8,49,6,43,2017-01-21,2017-12-23
16,Bodak Yellow (Money Moves),Cardi B,13364.0120,13244.0120,120,1,24,18,21,2017-07-22,2017-12-30
17,There's Nothing Holdin' Me Back,Shawn Mendes,13275.8318,13260.8318,15,6,34,10,29,2017-05-13,2017-12-30
18,It Ain't Me,Kygo X Selena Gomez,12993.1126,12978.1126,15,10,29,3,27,2017-03-04,2017-09-16
19,iSpy,Kyle,12966.0740,12926.0740,40,4,30,8,26,2017-01-14,2017-08-05
20,Say You Won't Let Go,James Arthur,12680.2240,12680.2240,0,11,44,0,39,2017-01-07,2017-11-04
21,I'm The One,Dj Khaled,12512.2308,12392.2308,120,1,22,15,21,2017-05-20,2017-10-14
22,Issues,Julia Michaels,12112.0136,12112.0136,0,11,29,0,25,2017-02-11,2017-08-26
23,Slow Hands,Niall Horan,12049.4819,12049.4819,0,11,31,0,26,2017-05-20,2017-12-16
24,1-800-273-8255,Logic,11954.8033,11879.8033,75,3,33,12,18,2017-05-20,2017-12-30
25,24K Magic,Bruno Mars,11849.1717,11809.1717,40,4,31,5,27,2017-01-07,2017-08-05
26,Strip That Down,Liam Payne,11708.5942,11693.5942,15,10,28,1,23,2017-06-10,2017-12-16
27,Sorry Not Sorry,Demi Lovato,11666.0083,11651.0083,15,6,23,7,22,2017-07-29,2017-12-30
28,Wild Thoughts,Dj Khaled,11606.5215,11531.5215,75,2,21,13,20,2017-07-08,2017-11-25
29,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,11538.1197,11463.1197,75,2,22,11,20,2017-01-07,2017-06-03
30,Mi Gente,J Balvin,11414.4341,11339.4341,75,3,24,7,21,2017-07-22,2017-12-30
31,Feel It Still,Portugal. The Man,11382.6099,11342.6099,40,4,26,11,20,2017-07-08,2017-12-30
32,Location,Khalid,11363.0519,11363.0519,0,16,43,0,31,2017-01-28,2017-11-18
33,Bank Account,21 Savage,11336.5026,11336.5026,0,12,23,0,23,2017-07-29,2017-12-30
34,Redbone,Childish Gambino,11142.4083,11142.4083,0,12,41,0,20,2017-01-07,2017-10-21
35,Scars To Your Beautiful,Alessia Cara,10978.8185,10963.8185,15,8,27,3,18,2017-01-07,2017-07-08
36,I Feel It Coming,The Weeknd,10809.3247,10769.3247,40,4,22,5,20,2017-01-07,2017-06-03
37,Love On The Brain,Rihanna,10774.7381,10734.7381,40,5,22,5,21,2017-01-07,2017-06-03
38,Bounce Back,Big Sean,10538.5929,10523.5929,15,6,22,5,20,2017-01-07,2017-06-03
39,Thunder,Imagine Dragons,10398.3534,10358.3534,40,4,33,11,14,2017-05-20,2017-12-30
40,Rockabye,Clean Bandit,10047.2823,10032.2823,15,9,25,2,18,2017-01-07,2017-06-24
