rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Levitating,Dua Lipa,16271.3382,16196.3382,75,2,49,41,49,2021-01-02,2021-12-04
2,Good 4 U,Olivia Rodrigo,16242.5899,16122.5899,120,1,31,24,31,2021-05-29,2021-12-25
3,Kiss Me More,Doja Cat,15863.1344,15788.1344,75,3,36,27,35,2021-04-24,2021-12-25
4,Save Your Tears,The Weeknd,15791.4308,15671.4308,120,1,50,27,47,2021-01-09,2021-12-18
5,Leave The Door Open,Silk Sonic,15647.5280,15527.5280,120,1,38,18,32,2021-03-20,2021-12-04
6,Montero (Call Me By Your Name),Lil Nas X,15190.5947,15070.5947,120,1,34,20,32,2021-04-10,2021-11-27
7,Blinding Lights,The Weeknd,15174.3917,15099.3917,75,3,35,15,35,2021-01-09,2021-09-04
8,Bad Habits,Ed Sheeran,15112.0443,15037.0443,75,2,25,21,25,2021-07-10,2021-12-25
9,Drivers License,Olivia Rodrigo,14985.8388,14865.8388,120,1,28,16,26,2021-01-23,2021-07-31
10,Peaches,Justin Bieber,14911.1751,14791.1751,120,1,30,16,27,2021-04-03,2021-10-23
11,Stay,The Kid Laroi,14906.0235,14786.0235,120,1,23,23,23,2021-07-24,2021-12-25
12,Mood,24kgoldn,14109.0284,13989.0284,120,1,33,15,29,2021-01-02,2021-08-14
13,Deja Vu,Olivia Rodrigo,14100.6163,14025.6163,75,3,29,15,27,2021-04-17,2021-10-30
14,Fancy Like,Walker Hayes,13747.8154,13672.8154,75,3,26,11,25,2021-07-03,2021-12-25
15,Astronaut In The Ocean,Masked Wolf,13083.3594,13068.3594,15,6,28,11,25,2021-02-27,2021-09-04
16,Industry Baby,Lil Nas X,12999.0333,12879.0333,120,1,21,20,21,2021-08-07,2021-12-25
17,Heat Waves,Glass Animals,12786.3120,12771.3120,15,7,48,7,33,2021-01-16,2021-12-25
18,You Right,Doja Cat,12009.7669,12009.7669,0,11,25,0,25,2021-07-10,2021-12-25
19,What You Know Bout Love,Pop Smoke,12008.0338,11993.0338,15,9,27,4,21,2021-01-02,2021-07-03
20,Need To Know,Doja Cat,11809.3154,11794.3154,15,8,27,6,22,2021-06-26,2021-12-25
21,Without You,The Kid Laroi,11760.2977,11745.2977,15,8,36,2,26,2021-01-02,2021-09-04
22,Butter,Bts,11686.8797,11566.8797,120,1,20,15,19,2021-06-05,2021-10-16
23,Heartbreak Anniversary,Giveon,11641.3901,11641.3901,0,16,29,0,25,2021-02-27,2021-09-11
24,Best Friend,Saweetie,11378.7795,11378.7795,0,14,30,0,26,2021-01-23,2021-08-14
25,34+35,Ariana Grande,11189.9985,11114.9985,75,2,21,9,21,2021-01-02,2021-05-22
26,Go Crazy,Chris Brown,11012.8607,10937.8607,75,3,20,10,20,2021-01-02,2021-05-15
27,Up,Cardi B,10912.6185,10792.6185,120,1,20,12,18,2021-02-20,2021-07-03
28,Positions,Ariana Grande,10776.6868,10701.6868,75,2,21,9,21,2021-01-02,2021-05-22
29,Rapstar,Polo G,10737.1457,10617.1457,120,1,20,5,20,2021-04-24,2021-09-04
30,Forever After All,Luke Combs,10589.3203,10589.3203,0,12,37,0,19,2021-01-02,2021-09-11
31,Calling My Phone,Lil Tjay,10488.9190,10413.9190,75,3,22,3,19,2021-02-27,2021-07-24
32,Beautiful Mistakes,Maroon 5,10359.8655,10359.8655,0,13,25,0,21,2021-03-20,2021-09-04
33,My Ex's Best Friend,Machine Gun Kelly X Blackbear,10170.5542,10170.5542,0,20,34,0,23,2021-01-02,2021-08-21
34,Therefore I Am,Billie Eilish,9941.2478,9941.2478,0,12,21,0,19,2021-01-02,2021-05-22
35,Traitor,Olivia Rodrigo,9926.6082,9911.6082,15,9,25,1,21,2021-06-05,2021-11-20
36,Essence,Wizkid,9914.0437,9899.0437,15,9,24,2,18,2021-07-17,2021-12-25
37,Beggin',Maneskin,9379.5252,9379.5252,0,13,24,0,17,2021-07-10,2021-12-18
38,Back In Blood,Pooh Shiesty,9168.7360,9168.7360,0,13,23,0,19,2021-01-16,2021-06-19
39,Dakiti,Bad Bunny,9080.1619,9080.1619,0,16,21,0,20,2021-01-02,2021-05-22
40,On Me,Lil Baby,9065.0378,9065.0378,0,15,24,0,19,2021-01-02,2021-06-12
