rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,I Gotta Feeling,The Black Eyed Peas,16012.7473,15892.7473,120,1,27,20,27,2009-06-27,2009-12-26
2,Boom Boom Pow,The Black Eyed Peas,15652.7708,15532.7708,120,1,33,19,28,2009-03-28,2009-11-07
3,Poker Face,Lady Gaga,15541.1608,15421.1608,120,1,40,18,31,2009-01-03,2009-10-03
4,You Belong With Me,Taylor Swift,15076.6029,15001.6029,75,2,33,16,28,2009-05-16,2009-12-26
5,Just Dance,Lady Gaga,14690.2131,14570.2131,120,1,30,15,27,2009-01-03,2009-07-25
6,Knock You Down,Keri Hilson,14400.6010,14325.6010,75,3,31,14,27,2009-04-11,2009-11-07
7,Gives You Hell,The All-american Rejects,14184.0598,14144.0598,40,4,31,14,28,2009-01-03,2009-08-01
8,Use Somebody,Kings Of Leon,14070.7511,14030.7511,40,4,45,12,28,2009-02-21,2009-12-26
9,Love Story,Taylor Swift,13968.7706,13928.7706,40,4,35,11,30,2009-01-03,2009-08-29
10,I Know You Want Me (Calle Ocho),Pitbull,13743.5417,13668.5417,75,2,35,10,27,2009-03-14,2009-11-07
11,Blame It,Jamie Foxx,13625.6368,13550.6368,75,2,27,14,24,2009-01-31,2009-08-01
12,The Climb,Miley Cyrus,13524.1612,13484.1612,40,4,28,8,26,2009-03-21,2009-09-26
13,Right Round,Flo Rida,13413.5645,13293.5645,120,1,26,13,22,2009-02-14,2009-08-08
14,Down,Jay Sean,13238.3521,13118.3521,120,1,24,20,21,2009-07-18,2009-12-26
15,Dead And Gone,T.i,13153.8534,13078.8534,75,2,27,13,23,2009-01-03,2009-07-04
16,You Found Me,The Fray,13045.9810,13030.9810,15,7,35,6,33,2009-01-03,2009-08-29
17,Halo,Beyonce,12743.0720,12703.0720,40,5,31,8,24,2009-02-07,2009-09-05
18,I'm Yours,Jason Mraz,12547.2782,12532.2782,15,7,41,6,39,2009-01-03,2009-10-10
19,Heartless,Kanye West,12517.2686,12442.2686,75,2,24,14,21,2009-01-03,2009-06-13
20,Kiss Me Thru The Phone,Soulja Boy Tell 'em,12457.7173,12382.7173,75,3,27,13,20,2009-01-10,2009-07-11
21,Day 'N' Nite,Kid Cudi,11959.3561,11884.3561,75,3,27,9,20,2009-01-31,2009-08-01
22,My Life Would Suck Without You,Kelly Clarkson,11924.0328,11804.0328,120,1,24,10,21,2009-01-31,2009-07-11
23,Don't Trust Me,3oh!3,11877.6637,11862.6637,15,7,36,3,21,2009-01-03,2009-09-05
24,Best I Ever Had,Drake,11846.1642,11771.1642,75,2,24,12,20,2009-05-23,2009-10-31
25,Second Chance,Shinedown,11749.8313,11734.8313,15,7,38,3,24,2009-01-03,2009-09-19
26,Fire Burning,Sean Kingston,11062.2738,11022.2738,40,5,21,11,20,2009-05-23,2009-10-10
27,Party In The U.S.A.,Miley Cyrus,11012.4892,10937.4892,75,2,18,14,18,2009-08-29,2009-12-26
28,Waking Up In Vegas,Katy Perry,10996.6694,10981.6694,15,9,23,4,20,2009-05-16,2009-10-17
29,Whatcha Say,Jason Derulo,10588.1753,10468.1753,120,1,18,15,17,2009-08-29,2009-12-26
30,Run This Town,"Jay-z, Rihanna",10533.5873,10458.5873,75,2,20,12,18,2009-08-15,2009-12-26
31,Obsessed,Mariah Carey,10460.9322,10445.9322,15,7,21,4,20,2009-07-25,2009-12-12
32,Circus,Britney Spears,9867.8012,9852.8012,15,9,20,3,18,2009-01-03,2009-05-16
33,LoveGame,Lady Gaga,9819.6432,9779.6432,40,5,22,10,17,2009-03-21,2009-09-26
34,Sober,P!nk,9774.4185,9774.4185,0,15,22,0,21,2009-01-03,2009-05-30
35,Good Girls Go Bad,Cobra Starship,9752.4854,9737.4854,15,7,25,6,17,2009-05-30,2009-11-28
36,Birthday Sex,Jeremih,9697.2717,9657.2717,40,4,20,10,18,2009-04-25,2009-09-05
37,Please Don't Leave Me,P!nk,9616.0102,9616.0102,0,17,26,0,18,2009-05-02,2009-10-24
38,Hotel Room Service,Pitbull,9569.0655,9554.0655,15,8,23,6,15,2009-07-04,2009-12-05
39,Mad,Ne-yo,9497.6952,9497.6952,0,11,22,0,18,2009-01-03,2009-05-30
40,Single Ladies (Put A Ring On It),Beyonce,9484.8827,9364.8827,120,1,18,9,16,2009-01-03,2009-05-02
